Study,Equipment,Component,EmissionsKgD
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,VL,2.828151
ERG2011,NR,OTH,13.353115
ERG2011,NR,TH,35.439922
ERG2011,NR,TC,0.070547
ERG2011,NR,OTH,2.708494
ERG2011,NR,TH,19.192875
ERG2011,NR,TH,151.823009
ERG2011,NR,VL,0.005241
ERG2011,NR,TC,0.008334
ERG2011,NR,TC,0.008334
ERG2011,NR,OTH,1.238674
ERG2011,NR,TC,4.254276
ERG2011,NR,OTH,1.221735
ERG2011,NR,TC,14.492581
ERG2011,NR,TC,17.394525
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.152761
ERG2011,NR,OTH,1.058546
ERG2011,NR,OTH,1.120459
ERG2011,NR,TV,3.299528
ERG2011,NR,OTH,3.50232
ERG2011,NR,OTH,13.339878
ERG2011,NR,TV,15.991952
ERG2011,NR,TH,28.636959
ERG2011,NR,OTH,0.114301
ERG2011,NR,OTH,3.442708
ERG2011,NR,OTH,6.930369
ERG2011,NR,OTH,2.663851
ERG2011,NR,OTH,10.539437
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.687459
ERG2011,NR,OTH,4.057107
ERG2011,NR,OTH,10.215219
ERG2011,NR,TH,42.867166
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.008335
ERG2011,NR,TH,4.195275
ERG2011,NR,OTH,4.898388
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.022333
ERG2011,NR,OTH,14.967235
ERG2011,NR,TH,47.954387
ERG2011,NR,OTH,63.841687
ERG2011,NR,OTH,1.611772
ERG2011,NR,TH,49.375706
ERG2011,NR,OTH,3.820419
ERG2011,NR,TH,9.10581
ERG2011,NR,VL,5.883916
ERG2011,NR,TC,0.488818
ERG2011,NR,OTH,78.753129
ERG2011,NR,TH,1.726964
ERG2011,NR,NR,3.245503
ERG2011,NR,OTH,4.013638
ERG2011,NR,OTH,4.219585
ERG2011,NR,OTH,0.643386
ERG2011,NR,VL,0.00524
ERG2011,NR,OTH,2.943372
ERG2011,NR,OTH,4.749715
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,57.756424
ERG2011,NR,OTH,0
ERG2011,NR,OTH,1.952305
ERG2011,NR,OTH,4.481546
ERG2011,NR,OTH,5.016538
ERG2011,NR,TC,1.46945
ERG2011,NR,TH,20.875574
ERG2011,NR,OTH,44.24995
ERG2011,NR,OTH,51.152743
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.181428
ERG2011,NR,TC,23.06322
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.292159
ERG2011,NR,OTH,19.164624
ERG2011,NR,OTH,8.441607
ERG2011,NR,TH,13.68035
ERG2011,NR,VT,0.094262
ERG2011,#N/A,#N/A,0.148851
ERG2011,NR,OTH,0.166683
ERG2011,NR,OTH,0.972412
ERG2011,NR,TH,0.988499
ERG2011,NR,OTH,1.785434
ERG2011,NR,OTH,2.586345
ERG2011,NR,OTH,9.402125
ERG2011,NR,TH,3.862907
ERG2011,NR,OTH,5.84175
ERG2011,NR,TC,0.008333
ERG2011,NR,TH,32.388095
ERG2011,NR,VL,19.969189
ERG2011,NR,OTH,0.008332
ERG2011,NR,VT,0.008332
ERG2011,NR,TC,0.008332
ERG2011,NR,TC,0.051618
ERG2011,NR,TC,0.508376
ERG2011,NR,OTH,0.622486
ERG2011,NR,REG,0.63983
ERG2011,NR,TC,2.289962
ERG2011,NR,TC,2.518899
ERG2011,NR,REG,4.726526
ERG2011,NR,OTH,5.479742
ERG2011,NR,OTH,5.876669
ERG2011,NR,OTH,10.013245
ERG2011,NR,REG,11.784062
ERG2011,NR,OEL,11.948319
ERG2011,NR,VT,12.390543
ERG2011,NR,OTH,13.987608
ERG2011,NR,TH,18.297972
ERG2011,NR,TH,32.284622
ERG2011,NR,TC,0.032235
ERG2011,NR,OTH,5.417278
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.092574
ERG2011,NR,OTH,0.008335
ERG2011,NR,OTH,13.289557
ERG2011,NR,OTH,33.791629
ERG2011,NR,REG,0.020826
ERG2011,NR,OTH,0.158794
ERG2011,NR,OTH,0.353103
ERG2011,NR,REG,0.687637
ERG2011,NR,REG,0.898671
ERG2011,NR,TC,1.097443
ERG2011,NR,OTH,1.150857
ERG2011,NR,TC,2.434096
ERG2011,NR,TP,3.128244
ERG2011,NR,TH,4.397157
ERG2011,NR,TC,5.026149
ERG2011,NR,TH,7.506345
ERG2011,NR,OTH,7.757295
ERG2011,NR,TH,9.060819
ERG2011,NR,TH,9.132276
ERG2011,NR,OTH,8.2163
ERG2011,NR,TC,0
ERG2011,NR,OTH,0
ERG2011,NR,TC,0
ERG2011,NR,REG,8.532621
ERG2011,NR,TC,0.196021
ERG2011,NR,TC,0.331747
ERG2011,NR,REG,12.339412
ERG2011,NR,TC,0.008335
ERG2011,NR,REG,0.008335
ERG2011,NR,REG,1.521183
ERG2011,NR,VT,1.841308
ERG2011,NR,VT,3.019835
ERG2011,NR,OTH,9.553518
ERG2011,NR,OTH,19.244201
ERG2011,NR,OTH,64.963167
ERG2011,NR,VL,0.005241
ERG2011,NR,TC,3.288006
ERG2011,NR,TH,20.683954
ERG2011,NR,OTH,36.548428
ERG2011,NR,OTH,70.83148
ERG2011,NR,OTH,110.080173
ERG2011,NR,REG,1.07502
ERG2011,NR,REG,1.415505
ERG2011,NR,OEL,7.706996
ERG2011,NR,OTH,9.045799
ERG2011,NR,REG,16.257481
ERG2011,NR,OTH,30.062797
ERG2011,NR,OTH,83.217772
ERG2011,NR,TH,0
ERG2011,NR,TH,0
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,REG,6.589795
ERG2011,NR,VL,11.418611
ERG2011,NR,OTH,16.672845
ERG2011,NR,OTH,0.008333
ERG2011,NR,TH,0.115524
ERG2011,NR,OTH,3.669266
ERG2011,NR,REG,5.80193
ERG2011,NR,TC,0.674879
ERG2011,NR,OTH,0.805044
ERG2011,NR,REG,4.995937
ERG2011,NR,REG,9.11566
ERG2011,NR,OTH,14.832845
ERG2011,NR,TH,0
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,3.383303
ERG2011,NR,OTH,0.00833
ERG2011,NR,OTH,3.397153
ERG2011,NR,OTH,0.362965
ERG2011,NR,TC,0.24703
ERG2011,NR,TC,0.008333
ERG2011,NR,TH,12.235498
ERG2011,NR,OTH,17.903444
ERG2011,NR,VT,0.018838
ERG2011,NR,TC,0.095621
ERG2011,NR,OTH,0.369855
ERG2011,NR,REG,1.095499
ERG2011,NR,TH,6.244316
ERG2011,NR,REG,10.588658
ERG2011,NR,OEL,60.706851
ERG2011,NR,TH,3.035475
ERG2011,NR,TH,4.973263
ERG2011,NR,OTH,14.602432
ERG2011,NR,OTH,0.380348
ERG2011,NR,TC,2.34811
ERG2011,NR,REG,2.589349
ERG2011,NR,TH,2.884716
ERG2011,NR,REG,3.52818
ERG2011,NR,REG,5.763708
ERG2011,NR,TV,27.493135
ERG2011,NR,TC,0.008333
ERG2011,NR,VL,0.058004
ERG2011,NR,OTH,25.298674
ERG2011,NR,TH,115.954666
ERG2011,NR,TH,382.128573
ERG2011,NR,TH,417.611851
ERG2011,CIP,CIP,127.870624
ERG2011,NR,TC,0.008333
ERG2011,NR,VT,5.668951
ERG2011,NR,VT,74.626882
ERG2011,NR,TC,210.856558
ERG2011,NR,VT,2.051011
ERG2011,NR,OTH,3.864912
ERG2011,NR,VT,5.448325
ERG2011,NR,TC,0.143677
ERG2011,NR,REG,1.458141
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.749504
ERG2011,NR,OTH,1.530576
ERG2011,NR,OTH,1.559329
ERG2011,NR,REG,2.284782
ERG2011,NR,VL,2.795735
ERG2011,NR,VL,2.820124
ERG2011,NR,OTH,3.526781
ERG2011,NR,OTH,3.567392
ERG2011,NR,OTH,7.056702
ERG2011,NR,OTH,21.59509
ERG2011,NR,REG,0.320025
ERG2011,NR,TC,1.89722
ERG2011,NR,OTH,3.171729
ERG2011,NR,OTH,3.42636
ERG2011,NR,REG,5.80618
ERG2011,NR,TH,14.828057
ERG2011,NR,OTH,72.321229
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.047456
ERG2011,NR,OTH,0.061715
ERG2011,NR,TP,0.13028
ERG2011,NR,TP,0.13028
ERG2011,NR,TC,0.263984
ERG2011,NR,OTH,9.350553
ERG2011,NR,VT,12.536537
ERG2011,NR,OTH,18.852379
ERG2011,NR,OTH,54.307318
ERG2011,NR,TH,77.651436
ERG2011,NR,TC,79.613695
ERG2011,NR,OTH,89.507772
ERG2011,NR,OTH,0.008333
ERG2011,NR,REG,0.064214
ERG2011,NR,OTH,0.781957
ERG2011,NR,OTH,4.221398
ERG2011,NR,TH,4.707925
ERG2011,NR,OTH,8.441607
ERG2011,NR,OTH,9.011321
ERG2011,NR,OTH,11.600291
ERG2011,NR,OTH,43.966058
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,REG,0.008333
ERG2011,NR,TC,0.328917
ERG2011,NR,VT,0.499199
ERG2011,NR,VT,1.201641
ERG2011,NR,VT,1.274802
ERG2011,NR,VT,1.427148
ERG2011,NR,OTH,2.50025
ERG2011,NR,VT,3.132068
ERG2011,NR,VT,3.422883
ERG2011,NR,VT,4.098508
ERG2011,NR,VT,5.774127
ERG2011,NR,OTH,6.370581
ERG2011,NR,VT,6.440331
ERG2011,NR,TH,8.911696
ERG2011,NR,TC,0.00833
ERG2011,NR,VT,1.394604
ERG2011,NR,OTH,25.092276
ERG2011,NR,TC,30.245892
ERG2011,NR,TC,0.008333
ERG2011,NR,REG,0.063431
ERG2011,NR,TP,4.958906
ERG2011,NR,OTH,5.356918
ERG2011,NR,TH,22.478604
ERG2011,NR,OTH,48.17148
ERG2011,NR,TC,0.008334
ERG2011,NR,OTH,0.008334
ERG2011,NR,TC,0.053288
ERG2011,NR,TC,1.971907
ERG2011,NR,OEL,2.676456
ERG2011,NR,OTH,4.847079
ERG2011,NR,OTH,6.084981
ERG2011,NR,VT,7.494294
ERG2011,NR,REG,11.811773
ERG2011,NR,VL,17.980626
ERG2011,NR,VL,18.260043
ERG2011,NR,TC,0.008324
ERG2011,NR,REG,0.788305
ERG2011,NR,OTH,1.057337
ERG2011,NR,OTH,5.51166
ERG2011,NR,TP,44.352155
ERG2011,NR,OTH,9.127503
ERG2011,NR,TC,19.583991
ERG2011,NR,OTH,32.443166
ERG2011,NR,OTH,35.17002
ERG2011,NR,TV,46.414302
ERG2011,NR,OTH,50.198353
ERG2011,NR,TV,51.423953
ERG2011,NR,OTH,53.856107
ERG2011,NR,OTH,56.126948
ERG2011,NR,TH,116.934622
ERG2011,NR,VT,0.146076
ERG2011,NR,OTH,19.939505
ERG2011,NR,OTH,50.871702
ERG2011,NR,OTH,63.092004
ERG2011,NR,OTH,88.860148
ERG2011,NR,OTH,95.764056
ERG2011,NR,TH,113.495669
ERG2011,NR,TH,301.794701
ERG2011,NR,OTH,0.86675
ERG2011,NR,REG,6.218225
ERG2011,NR,OTH,24.615537
ERG2011,NR,TC,0.008333
ERG2011,NR,REG,0.847146
ERG2011,NR,TH,12.643261
ERG2011,NR,OTH,54.367778
ERG2011,NR,OTH,80.908038
ERG2011,NR,REG,0.008333
ERG2011,NR,OTH,10.375556
ERG2011,NR,OTH,11.878785
ERG2011,NR,TH,264.368788
ERG2011,NR,TH,402.628954
ERG2011,NR,TH,414.116827
ERG2011,NR,OTH,1.635567
ERG2011,NR,TC,4.214455
ERG2011,NR,REG,4.513901
ERG2011,NR,OTH,8.378672
ERG2011,NR,TC,9.160495
ERG2011,NR,OTH,10.522181
ERG2011,NR,OTH,11.391842
ERG2011,NR,REG,11.664208
ERG2011,NR,OTH,13.41971
ERG2011,NR,REG,18.280231
ERG2011,NR,TH,23.800693
ERG2011,NR,TH,25.857099
ERG2011,NR,TH,26.516282
ERG2011,NR,TH,26.690876
ERG2011,NR,TH,49.896246
ERG2011,NR,OTH,57.002706
ERG2011,NR,OTH,0.186586
ERG2011,NR,TC,1.338322
ERG2011,NR,VL,1.553831
ERG2011,NR,OTH,2.40866
ERG2011,NR,TH,4.800566
ERG2011,NR,TC,5.448262
ERG2011,NR,TC,8.574892
ERG2011,NR,REG,10.171723
ERG2011,NR,TH,11.712357
ERG2011,NR,VT,17.093506
ERG2011,NR,OTH,17.643473
ERG2011,NR,OTH,20.111359
ERG2011,NR,TH,41.306215
ERG2011,NR,TV,46.452774
ERG2011,NR,TV,80.326932
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,1.643823
ERG2011,NR,TH,3.178722
ERG2011,NR,TH,9.892156
ERG2011,NR,OTH,15.422579
ERG2011,NR,TH,16.621338
ERG2011,NR,OTH,20.923696
ERG2011,NR,TC,0.008333
ERG2011,NR,TH,6.894158
ERG2011,NR,OTH,16.572682
ERG2011,NR,REG,0.008333
ERG2011,NR,REG,1.177448
ERG2011,NR,VT,4.535424
ERG2011,NR,REG,5.127509
ERG2011,NR,REG,5.175042
ERG2011,NR,REG,5.20867
ERG2011,NR,VT,7.274328
ERG2011,PC,PC,59.469024
ERG2011,NR,TC,0.00829
ERG2011,NR,OTH,7.822177
ERG2011,NR,TH,8.280604
ERG2011,NR,OTH,11.823102
ERG2011,NR,TV,12.828839
ERG2011,NR,TV,22.656246
ERG2011,NR,OTH,0.021701
ERG2011,NR,TC,7.410403
ERG2011,NR,TH,16.543687
ERG2011,NR,OTH,1.385839
ERG2011,NR,VL,1.659444
ERG2011,NR,OTH,1.89722
ERG2011,NR,OTH,3.387465
ERG2011,NR,TV,7.693398
ERG2011,NR,OTH,11.21987
ERG2011,NR,VL,18.330466
ERG2011,NR,REG,30.475995
ERG2011,NR,OTH,45.804857
ERG2011,NR,TV,77.579477
ERG2011,NR,TV,86.017973
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,OEL,1.510483
ERG2011,NR,OEL,2.551603
ERG2011,NR,REG,4.267849
ERG2011,NR,REG,4.268576
ERG2011,NR,REG,4.66746
ERG2011,NR,REG,4.868784
ERG2011,NR,REG,8.260424
ERG2011,NR,TP,13.289286
ERG2011,NR,OTH,85.318504
ERG2011,NR,VL,0.00524
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.733382
ERG2011,NR,OTH,1.469871
ERG2011,NR,OTH,50.097209
ERG2011,NR,TC,0.008333
ERG2011,NR,TH,0.13028
ERG2011,NR,VL,0.60531
ERG2011,NR,REG,1.860228
ERG2011,NR,OTH,30.546017
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.027389
ERG2011,NR,TC,0.142572
ERG2011,NR,TC,3.387465
ERG2011,NR,TH,13.568636
ERG2011,NR,OTH,14.303287
ERG2011,NR,OTH,14.358848
ERG2011,NR,OTH,23.572806
ERG2011,NR,OTH,71.330256
ERG2011,NR,TH,81.813214
ERG2011,NR,TH,225.195606
ERG2011,NR,TP,228.6241
ERG2011,NR,OTH,0.008333
ERG2011,NR,VT,1.458141
ERG2011,NR,OTH,3.475103
ERG2011,NR,REG,4.544252
ERG2011,NR,OTH,7.205673
ERG2011,NR,OTH,10.87136
ERG2011,NR,VL,12.464005
ERG2011,NR,REG,17.284509
ERG2011,NR,TP,26.022059
ERG2011,NR,OTH,34.872128
ERG2011,NR,REG,37.619463
ERG2011,NR,TH,95.297301
ERG2011,NR,OTH,117.764787
ERG2011,NR,TH,349.041601
ERG2011,NR,REG,10.968264
ERG2011,NR,TP,66.079119
ERG2011,NR,VL,0.263567
ERG2011,NR,REG,4.447337
ERG2011,PC,PC,11.553265
ERG2011,NR,REG,0.008333
ERG2011,NR,TP,9.459476
ERG2011,NR,TH,12.399401
ERG2011,NR,TH,17.508114
ERG2011,NR,REG,29.466992
ERG2011,NR,TH,21.340757
ERG2011,NR,TC,0.008333
ERG2011,NR,REG,0.671867
ERG2011,NR,TC,1.227347
ERG2011,NR,REG,4.895282
ERG2011,NR,TH,5.855341
ERG2011,NR,OTH,9.141042
ERG2011,NR,TC,9.573819
ERG2011,NR,TH,9.892156
ERG2011,NR,OTH,15.583439
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,TH,0.13028
ERG2011,NR,TH,4.10369
ERG2011,NR,TH,7.90135
ERG2011,NR,OTH,16.040537
ERG2011,NR,OTH,0.760291
ERG2011,NR,OTH,7.330154
ERG2011,NR,OTH,12.314254
ERG2011,NR,OTH,13.896707
ERG2011,PC,PC,21.876924
ERG2011,NR,OTH,33.44959
ERG2011,NR,OTH,49.544613
ERG2011,NR,REG,0.181621
ERG2011,NR,OTH,0.96487
ERG2011,NR,VT,1.574192
ERG2011,NR,OTH,2.300501
ERG2011,NR,VT,4.397209
ERG2011,NR,OTH,6.021805
ERG2011,NR,REG,2.051011
ERG2011,NR,VT,4.970079
ERG2011,NR,REG,51.373404
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.781957
ERG2011,NR,TC,0.008335
ERG2011,NR,TC,0.008335
ERG2011,PC,PC,0.190187
ERG2011,NR,REG,1.042795
ERG2011,PC,PC,1.572357
ERG2011,NR,OEL,4.145339
ERG2011,PC,PC,4.774976
ERG2011,NR,OEL,25.086442
ERG2011,NR,TC,0.008333
ERG2011,NR,VT,0.549814
ERG2011,NR,VT,1.305682
ERG2011,NR,VT,2.13733
ERG2011,NR,VT,10.102851
ERG2011,NR,OTH,2.191241
ERG2011,NR,VT,4.032308
ERG2011,NR,VT,21.421826
ERG2011,NR,OTH,0.008333
ERG2011,NR,VT,0.564315
ERG2011,NR,VT,2.328786
ERG2011,NR,TH,15.450288
ERG2011,NR,TH,17.080817
ERG2011,NR,TP,351.526767
ERG2011,NR,VT,0.008333
ERG2011,NR,VT,5.387353
ERG2011,NR,VT,5.579877
ERG2011,NR,VT,6.013632
ERG2011,NR,VT,4.381499
ERG2011,NR,TC,4.939759
ERG2011,NR,VT,5.010188
ERG2011,NR,OTH,0.214223
ERG2011,NR,TC,1.842708
ERG2011,NR,TV,17.769246
ERG2011,NR,TH,43.902474
ERG2011,NR,TH,101.548015
ERG2011,NR,VL,708.652756
ERG2011,NR,OTH,0.106632
ERG2011,NR,VL,0.524016
ERG2011,NR,OTH,1.854462
ERG2011,NR,OTH,37.256852
ERG2011,NR,OTH,72.941421
ERG2011,NR,TH,76.553299
ERG2011,NR,TH,77.285574
ERG2011,NR,REG,0.008333
ERG2011,NR,TH,2.738244
ERG2011,NR,TC,8.094485
ERG2011,NR,NR,0.083224
ERG2011,NR,NR,0.242521
ERG2011,NR,VT,262.437152
ERG2011,NR,NR,0.008333
ERG2011,NR,NR,0.008333
ERG2011,NR,OTH,10.992846
ERG2011,NR,TH,84.614263
ERG2011,NR,REG,21.133676
ERG2011,NR,TP,142.650611
ERG2011,NR,TH,173.41376
ERG2011,NR,OTH,15.033488
ERG2011,NR,TH,72.542502
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.258584
ERG2011,NR,OEL,5.826279
ERG2011,NR,REG,0
ERG2011,NR,VL,0
ERG2011,NR,TC,0
ERG2011,NR,OTH,0
ERG2011,NR,OTH,0
ERG2011,NR,VT,0
ERG2011,NR,REG,0
ERG2011,NR,OTH,0
ERG2011,NR,TP,5.045365
ERG2011,NR,TP,6.736734
ERG2011,NR,TH,12.513633
ERG2011,NR,TH,22.702214
ERG2011,NR,OTH,30.643023
ERG2011,NR,VL,0.066733
ERG2011,NR,TC,0.080261
ERG2011,NR,OTH,0.148854
ERG2011,NR,NR,0.181621
ERG2011,NR,TH,25.758457
ERG2011,NR,TH,47.136711
ERG2011,NR,TH,70.557833
ERG2011,NR,VL,5.12374
ERG2011,NR,REG,6.449406
ERG2011,NR,TV,9.353794
ERG2011,NR,OTH,2.901275
ERG2011,NR,VL,0.00524
ERG2011,NR,REG,0.074079
ERG2011,NR,REG,3.364586
ERG2011,NR,REG,9.765534
ERG2011,NR,OTH,17.13226
ERG2011,NR,TH,68.031868
ERG2011,NR,TC,0.008333
ERG2011,NR,NR,0.008333
ERG2011,NR,NR,0.008333
ERG2011,NR,VT,0.28813
ERG2011,NR,VT,2.479703
ERG2011,NR,VT,5.034961
ERG2011,NR,VT,5.2537
ERG2011,NR,VT,5.309054
ERG2011,NR,VT,5.384308
ERG2011,NR,VT,5.388875
ERG2011,NR,VL,7.165349
ERG2011,NR,REG,7.262203
ERG2011,NR,OTH,63.686865
ERG2011,NR,OTH,69.629684
ERG2011,NR,OTH,82.907342
ERG2011,NR,TP,196.110192
ERG2011,NR,OTH,1.899073
ERG2011,NR,TP,19.725765
ERG2011,NR,TH,21.526255
ERG2011,NR,TH,27.248768
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.197984
ERG2011,NR,TC,0.703123
ERG2011,NR,OTH,1.050857
ERG2011,NR,TH,1.064283
ERG2011,NR,TH,1.71979
ERG2011,NR,TH,4.69986
ERG2011,NR,REG,5.614398
ERG2011,NR,TH,5.860069
ERG2011,NR,REG,9.831611
ERG2011,NR,TH,3.356229
ERG2011,NR,OTH,8.606845
ERG2011,NR,OTH,15.197376
ERG2011,NR,TH,18.822324
ERG2011,NR,TH,27.866037
ERG2011,NR,TP,34.927079
ERG2011,NR,OTH,123.011178
ERG2011,NR,OTH,132.411703
ERG2011,NR,TC,0.008331
ERG2011,NR,TC,0.008331
ERG2011,NR,OTH,0.181572
ERG2011,NR,TC,7.202104
ERG2011,NR,OTH,7.500989
ERG2011,NR,OTH,12.914178
ERG2011,NR,VL,20.011111
ERG2011,NR,TP,95.981968
ERG2011,NR,TH,118.022978
ERG2011,NR,NR,0.008333
ERG2011,NR,NR,0.008333
ERG2011,NR,NR,0.008333
ERG2011,NR,OTH,4.180836
ERG2011,NR,OTH,4.623856
ERG2011,NR,OTH,60.733725
ERG2011,NR,NR,0.008333
ERG2011,NR,VT,0.008333
ERG2011,NR,OTH,3.401346
ERG2011,NR,OTH,5.369468
ERG2011,NR,NR,0.056166
ERG2011,NR,OTH,3.175838
ERG2011,NR,OTH,1.268245
ERG2011,NR,OTH,2.474816
ERG2011,NR,TH,11.25901
ERG2011,NR,TP,19.770375
ERG2011,NR,VL,35.452876
ERG2011,NR,TH,48.57602
ERG2011,NR,TV,56.053933
ERG2011,NR,TH,97.319862
Thoma2017,PC,PC,0.040864
Thoma2017,PC,PC,0.042738
Thoma2017,PC,PC,0.055272
Thoma2017,PC,PC,0.202433
Thoma2017,PC,PC,0.04043
Thoma2017,PC,PC,0.042619
Thoma2017,PC,PC,0.041347
Thoma2017,PC,PC,0.053
Thoma2017,PC,PC,0.042584
Thoma2017,PC,PC,0.040546
Thoma2017,PC,PC,0.042629
Thoma2017,PC,PC,0.040548
Thoma2017,PC,PC,0.042906
Thoma2017,PC,PC,0.040543
Thoma2017,PC,PC,0.040552
Thoma2017,PC,PC,0.040532
Thoma2017,PC,PC,0.040532
Thoma2017,PC,PC,0.039411
Thoma2017,PC,PC,0.045395
Thoma2017,PC,PC,0.039548
Thoma2017,PC,PC,0.202433
Thoma2017,PC,PC,0.298211
Thoma2017,PC,PC,0.042587
Thoma2017,PC,PC,0.041177
Thoma2017,PC,PC,0.040431
Thoma2017,PC,PC,0.042587
Thoma2017,PC,PC,0.041177
Thoma2017,PC,PC,0.040431
Thoma2017,PC,PC,0.040552
Thoma2017,PC,PC,0.045644
Thoma2017,PC,PC,0.0398
Thoma2017,PC,PC,0.042622
Thoma2017,PC,PC,0.045617
Thoma2017,PC,PC,0.042268
Thoma2017,PC,PC,0.583582
Thoma2017,PC,PC,0.042268
Thoma2017,PC,PC,1.456407
Thoma2017,PC,PC,0.042268
Thoma2017,PC,PC,0.042322
Thoma2017,PC,PC,0.046118
Thoma2017,PC,PC,0.0398
Thoma2017,PC,PC,0.042698
Thoma2017,PC,PC,0.044454
Thoma2017,PC,PC,0.042266
Thoma2017,PC,PC,0.044454
Thoma2017,PC,PC,0.042266
Thoma2017,PC,PC,0.044216
Thoma2017,PC,PC,0.042266
Thoma2017,PC,PC,0.044786
Thoma2017,PC,PC,0.042267
Thoma2017,PC,PC,0.042325
Thoma2017,PC,PC,1.334985
Thoma2017,PC,PC,0.11773
Thoma2017,PC,PC,0.041732
Thoma2017,PC,PC,0.04732
Thoma2017,PC,PC,0.51816
Thoma2017,PC,PC,0.044897
Thoma2017,PC,PC,0.041737
Thoma2017,PC,PC,0.044897
Thoma2017,PC,PC,0.041737
Thoma2017,PC,PC,0.041794
Thoma2017,PC,PC,0.039066
Thoma2017,PC,PC,0.064735
Thoma2017,PC,PC,0.045124
Thoma2017,PC,PC,0.04625
Thoma2017,PC,PC,0.064204
Thoma2017,PC,PC,0.044688
Thoma2017,PC,PC,0.376254
Thoma2017,PC,PC,0.04295
Thoma2017,PC,PC,0.046594
Thoma2017,PC,PC,0.693642
Thoma2017,PC,PC,0.042953
Thoma2017,PC,PC,0.068234
Thoma2017,PC,PC,0.177341
Thoma2017,PC,PC,0.938366
Thoma2017,PC,PC,0.047193
Thoma2017,PC,PC,0.120696
Thoma2017,PC,PC,1.986621
Thoma2017,PC,PC,0.282302
Thoma2017,PC,PC,0.132084
Pasci2019,PU,TC,32.56971181
Pasci2019,DE,VL,27.92656056
Pasci2019,CM,VT,14.3936597
Pasci2019,PU,TC,9.413134856
Pasci2019,DE,VL,6.198517976
Pasci2019,PU,VL,7.227651089
Pasci2019,PU,TC,5.111475648
Pasci2019,CM,OTH,4.517681155
Pasci2019,PU,REG,5.113067377
Pasci2019,PU,TC,4.865916084
Pasci2019,PU,TC,3.518837715
Pasci2019,CM,TC,3.858958843
Pasci2019,CM,VL,3.713939278
Pasci2019,PU,TC,2.576316906
Pasci2019,CM,VL,2.805184342
Pasci2019,OTH,VL,2.958461248
Pasci2019,PU,REG,2.297360208
Pasci2019,DE,REG,1.894032707
Pasci2019,PU,TC,2.012298663
Pasci2019,PU,TC,1.665241319
Pasci2019,CM,F,2.068602007
Pasci2019,PU,TC,2.098308871
Pasci2019,PU,OTH,1.771349338
Pasci2019,CM,TC,1.145711707
Pasci2019,PU,VL,1.23393885
Pasci2019,PU,TC,1.238898528
Pasci2019,CM,TC,0.953019741
Pasci2019,PU,TC,0.952161802
Pasci2019,CM,REG,0.683366981
Pasci2019,PU,TC,0.912715099
Pasci2019,CM,OTH,0.86665784
Pasci2019,PU,TC,0.616140331
Pasci2019,DE,OTH,0.768659074
Pasci2019,CM,TC,0.560599859
Pasci2019,PU,TC,0.719834322
Pasci2019,DE,REG,0.399099749
Pasci2019,DE,TC,0.378176003
Pasci2019,PU,TC,0.412409203
Pasci2019,PU,TC,0.368921589
Pasci2019,PU,VL,0.395372727
Pasci2019,PU,OTH,0.395124221
Pasci2019,DE,PRV,0.402228168
Pasci2019,CM,VL,0.293194572
Pasci2019,PU,TC,0.253475915
Pasci2019,PU,VL,0.229330359
Pasci2019,DE,REG,0.190248821
Pasci2019,PU,TC,0.228792111
Pasci2019,PU,TC,0.179013795
Pasci2019,PU,REG,0.152092851
Pasci2019,CM,TC,0.13061585
Pasci2019,PU,TC,0.125031492
Pasci2019,PU,TC,0.093196509
Pasci2019,PU,OTH,0.154723447
Pasci2019,PU,TC,0.133298709
Pasci2019,PU,VL,0.110308537
