EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_NO_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_NO_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_NO_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_COMP_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.WORKOVERS_WITHOUT_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_WITH_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_FLARING
Comstock Resources  Inc. - Basin 230,1009890,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,,,,,,,Yes,8,.459,0,0
BPX Energy Arkla Basin  AAPG Basin 230,1008492,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,,,,,,,No,0,0,1,.001
Vine Oil & Gas  LP Arkla Basin,1008081,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Shale gas,,,,,,,Yes,12,.682,0,0
Samson Resources 230 Arkla Basin,1008341,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - RED RIVER  LA (81) - Shale gas,,,,,,,Yes,1,.1,0,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - RED RIVER  LA (81) - Shale gas,,,,,,,Yes,1,.057,0,0
Vine Oil & Gas  LP Arkla Basin,1008081,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - RED RIVER  LA (81) - Shale gas,,,,,,,Yes,83,4.704,0,0
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - SABINE  LA (85) - Shale gas,,,,,,,Yes,5,.279,0,0
Vine Oil & Gas  LP Arkla Basin,1008081,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - SABINE  LA (85) - Shale gas,,,,,,,Yes,13,.726,0,0
Samson Resources 230 Arkla Basin,1008341,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BIENVILLE  LA (13) - Other tight reservoir rock,,,,,,,Yes,1,.1,0,0
Comstock Resources  Inc. - Basin 230,1009890,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BIENVILLE  LA (13) - Other tight reservoir rock,,,,,,,Yes,2,.114,0,0
230 Arkla Basin QEP Energy Company,1009283,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BIENVILLE  LA (13) - Other tight reservoir rock,,,,,,,Yes,1,.057,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - High permeability gas,,,,,,,Yes,199,11.384,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - High permeability gas,,,,,,,Yes,9,.467,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ROBERTSON  TX (395) - High permeability gas,,,,,,,Yes,59,3.341,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - High permeability gas,,,,,,,Yes,1,.056,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SMITH  TX (423) - High permeability gas,,,,,,,Yes,142,7.877,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - UPSHUR  TX (459) - High permeability gas,,,,,,,Yes,6,.324,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - UPSHUR  TX (459) - High permeability gas,,,,,,,No,0,0,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Shale gas,,,,,,,Yes,4,.231,0,0
Covey Park Operating,1011936,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LEON  TX (289) - Shale gas,,,,,,,No,7,.368,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - NACOGDOCHES  TX (347) - Shale gas,,,,,,,Yes,1,.1,0,0
EXCO Resources  Inc. - East Texas Basin #260,1008958,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - NACOGDOCHES  TX (347) - Shale gas,,,,,,,Yes,2,.114,0,0
Chesapeake Operating LLC  260 - East Texas Basin,1008528,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,,,,,,,Yes,1,.058,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,,,,,,,Yes,3,.2,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,,,,,,,Yes,1,.053,0,0
Covey Park Operating,1011936,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ROBERTSON  TX (395) - Shale gas,,,,,,,No,52,2.733,0,0
EXCO Resources  Inc. - East Texas Basin #260,1008958,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SAN AUGUSTINE  TX (405) - Shale gas,,,,,,,Yes,1,.058,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SAN AUGUSTINE  TX (405) - Shale gas,,,,,,,No,0,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Shale gas,,,,,,,No,0,0,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Shale gas,,,,,,,Yes,2,.116,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - UPSHUR  TX (459) - Shale gas,,,,,,,No,0,0,0,0
Chevron MCA 260 East Texas Basin,1009239,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ANDERSON  TX (1) - Other tight reservoir rock,,,,,,,Yes,2,.105,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - CHEROKEE  TX (73) - Other tight reservoir rock,,,,,,,Yes,15,.863,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - FREESTONE  TX (161) - Other tight reservoir rock,,,,,,,Yes,7,.39,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - GREGG  TX (183) - Other tight reservoir rock,,,,,,,Yes,98,5.638,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - GREGG  TX (183) - Other tight reservoir rock,,,,,,,Yes,4,.213,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,,,,,,,Yes,15,.863,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,,,,,,,No,4,.216,0,0
Comstock Resources  Inc. - Basin 260,1009907,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,,,,,,,Yes,7,.372,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,,,,,,,Yes,6,.3,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,,,,,,,Yes,222,11.919,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HOPKINS  TX (223) - Other tight reservoir rock,,,,,,,No,2,.092,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LEON  TX (289) - Other tight reservoir rock,,,,,,,Yes,1,.06,1,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - Other tight reservoir rock,,,,,,,Yes,8,.45,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - Other tight reservoir rock,,,,,,,Yes,45,2.534,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - Other tight reservoir rock,,,,,,,Yes,29,1.498,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - MARION  TX (315) - Other tight reservoir rock,,,,,,,Yes,2,.115,0,0
Comstock Resources  Inc. - Basin 260,1009907,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - NACOGDOCHES  TX (347) - Other tight reservoir rock,,,,,,,Yes,1,.058,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - NACOGDOCHES  TX (347) - Other tight reservoir rock,,,,,,,Yes,3,.2,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,Yes,4,.23,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,No,0,0,1,0
Comstock Resources  Inc. - Basin 260,1009907,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,Yes,1,.052,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,Yes,44,2.3,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,No,2,.101,0,0
Chevron MCA 260 East Texas Basin,1009239,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,Yes,47,2.469,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,,,,,,,Yes,73,3.729,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ROBERTSON  TX (395) - Other tight reservoir rock,,,,,,,Yes,24,1.36,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - Other tight reservoir rock,,,,,,,Yes,4,.23,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - Other tight reservoir rock,,,,,,,Yes,47,2.601,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Other tight reservoir rock,,,,,,,Yes,1,.06,0,0
Samson Resources 260 East Texas Basin,1008850,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Other tight reservoir rock,,,,,,,Yes,12,.7,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Other tight reservoir rock,,,,,,,Yes,1,.058,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SMITH  TX (423) - Other tight reservoir rock,,,,,,,Yes,50,2.876,0,0
Breitburn Operating LP 260 East Texas,1009811,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - UPSHUR  TX (459) - Other tight reservoir rock,,,,,,,Yes,158,9.09,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - UPSHUR  TX (459) - Other tight reservoir rock,,,,,,,Yes,49,2.565,0,0
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - STARR  TX (427) - High permeability gas,,,,,,,Yes,0,0,0,0
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - TYLER  TX (457) - High permeability gas,,,,,,,Yes,126,6.5,126,0
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WHARTON  TX (481) - High permeability gas,,,,,,,Yes,1,.056,0,0
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WILLACY  TX (489) - High permeability gas,,,,,,,Yes,7,.389,1,.001
XTO Energy Inc 220 Gulf Coast,1009386,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAPATA  TX (505) - High permeability gas,,,,,,,Yes,1,.06,0,0
XTO Energy Inc 230 Arkla,1009082,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - BOSSIER  LA (15) - Other tight reservoir rock,,,,,,,Yes,2,.11,0,0
Samson Resources 230 Arkla Basin,1008341,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - Other tight reservoir rock,,,,,,,Yes,1,.1,0,0
230 Arkla Basin QEP Energy Company,1009283,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CADDO  LA (17) - Other tight reservoir rock,,,,,,,Yes,3,.167,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,,,,,,,Yes,2,.107,0,0
Comstock Resources  Inc. - Basin 230,1009890,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,,,,,,,Yes,1,.05,0,0
Blackbeard Operating East  LLC - Basin 230,1012044,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,,,,,,,Yes,16,.827,0,0
Vanguard Basin 230,1008640,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,,,,,,,Yes,3,.145,0,0
Blackbeard Operating East  LLC - Basin 230,1012044,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - COLUMBIA  AR (27) - Other tight reservoir rock,,,,,,,Yes,2,.103,0,0
Comstock Resources  Inc. - Basin 230,1009890,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Other tight reservoir rock,,,,,,,Yes,5,.282,0,0
Trinity Rivery Energy Operating  LLC 230 Arkla Basin,1012018,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - DE SOTO  LA (31) - Other tight reservoir rock,,,,,,,Yes,3,.168,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - LINCOLN  LA (61) - Other tight reservoir rock,,,,,,,Yes,7,.369,0,0
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - OUACHITA  LA (73) - Other tight reservoir rock,,,,,,,Yes,4,.219,0,0
Comstock Resources  Inc. - Basin 230,1009890,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - OUACHITA  LA (73) - Other tight reservoir rock,,,,,,,Yes,2,.1,0,0
